1.0067167282104492 , 43
1.0007143020629883 , 61
1.005622386932373 , 74
1.022010326385498 , 89
1.001610279083252 , 76
1.0048551559448242 , 76
1.0060193538665771 , 93
1.0036818981170654 , 98
1.0037181377410889 , 87
1.0049419403076172 , 83
1.007263422012329 , 92
1.031829833984375 , 91
1.0043978691101074 , 98
1.0053956508636475 , 82
1.0020616054534912 , 75
1.0119061470031738 , 99
1.0045344829559326 , 99
1.0050606727600098 , 100
1.006007432937622 , 100
1.0417652130126953 , 99
1.0055525302886963 , 99
1.003537893295288 , 100
1.0052881240844727 , 100
1.0050396919250488 , 100
1.0045900344848633 , 98
1.0057778358459473 , 98
1.0051894187927246 , 100
1.0040764808654785 , 100
1.003960132598877 , 100
1.0047986507415771 , 100
1.0044283866882324 , 100
1.004117488861084 , 100
1.004514455795288 , 99
1.0016396045684814 , 95
1.0012023448944092 , 96
1.001668930053711 , 98
1.0074923038482666 , 96
1.0045578479766846 , 98
1.0122032165527344 , 100
1.0054852962493896 , 87
1.0038971900939941 , 100
1.0087745189666748 , 100
1.0074200630187988 , 100
1.0041522979736328 , 100
1.0043494701385498 , 91
1.002671241760254 , 91
1.0060842037200928 , 100
1.0044569969177246 , 100
1.007883071899414 , 100
1.005127191543579 , 100
1.0051422119140625 , 99
1.0042366981506348 , 86
1.003298044204712 , 67
1.0044808387756348 , 45
1.0065999031066895 , 23
1.0075879096984863 , 8
1.0076320171356201 , 4
1.005117654800415 , 4
1.1349761486053467 , 3
1.1363592147827148 , 18
1.0249826908111572 , 48
1.0092649459838867 , 82
1.047142505645752 , 76
1.0345120429992676 , 65
1.0593783855438232 , 57
1.0041658878326416 , 57
1.001035213470459 , 54
1.0117437839508057 , 57
1.0354225635528564 , 66
1.0604588985443115 , 58
1.023688793182373 , 58
1.013246774673462 , 48
1.0627686977386475 , 60
1.0211467742919922 , 69
1.0350713729858398 , 57
1.03236722946167 , 67
1.0066900253295898 , 54
1.0017426013946533 , 76
1.0882937908172607 , 58
1.003587007522583 , 62
1.0523018836975098 , 79
1.0177667140960693 , 86
1.0042414665222168 , 70
1.0267581939697266 , 52
1.048069953918457 , 41
1.0258839130401611 , 34
1.0050437450408936 , 37
1.0066642761230469 , 21
1.00644850730896 , 10
1.0070209503173828 , 10
1.005169153213501 , 28
1.0114622116088867 , 33
1.0054051876068115 , 34
1.011673927307129 , 34
1.0049145221710205 , 33
1.0051350593566895 , 34
1.0065715312957764 , 24
1.005272388458252 , 24
1.006105899810791 , 26
1.005103588104248 , 26
1.231820821762085 , 10
1.0082135200500488 , 2
1.0034804344177246 , 2
1.0081400871276855 , 2
1.2229905128479004 , 2
1.0320501327514648 , 23
1.031118392944336 , 43
1.002894401550293 , 27
1.0233514308929443 , 36
1.0439772605895996 , 32
1.038358449935913 , 31
1.0009174346923828 , 46
1.0434319972991943 , 41
1.166959285736084 , 42
1.0195281505584717 , 37
1.0203683376312256 , 83
1.0089330673217773 , 86
1.0001251697540283 , 81
1.002413272857666 , 81
1.0371334552764893 , 73
1.0185401439666748 , 105
1.0163054466247559 , 108
1.0281188488006592 , 80
1.080444574356079 , 83
1.0061922073364258 , 103
1.005652666091919 , 94
1.0375289916992188 , 101
1.0184803009033203 , 98
1.0334796905517578 , 76
1.0023295879364014 , 93
1.0074408054351807 , 87
1.0195083618164062 , 73
1.010608196258545 , 56
1.0110626220703125 , 62
1.0069639682769775 , 47
1.0049693584442139 , 37
1.0594596862792969 , 21
1.0076000690460205 , 18
1.004633903503418 , 20
1.008920669555664 , 20
1.004835605621338 , 20
1.0057706832885742 , 20
1.3497376441955566 , 20
1.007350206375122 , 8
1.0079176425933838 , 8
1.003817081451416 , 14
1.0114004611968994 , 20
1.3850724697113037 , 16
1.0095934867858887 , 12
1.0050148963928223 , 12
1.0035765171051025 , 12
1.009063720703125 , 12
1.0046167373657227 , 12
1.0066425800323486 , 12
1.0048909187316895 , 12
17.83795189857483 , 6
1.0041141510009766 , 12
1.0131778717041016 , 12
1.0046794414520264 , 12
1.007650375366211 , 12
1.0084125995635986 , 12
1.0080010890960693 , 12
1.0036735534667969 , 12
1.0119907855987549 , 12
1.0053365230560303 , 12
